RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
236,15772896,Dumetochukwu,763,Germany,Male,42,10,100160.75,1,1,0,599.28,0,0,3,GOLD,185.0495025535201
237,15711540,Pacheco,712,France,Female,29,6,0.0,1,1,1,3656.41,0,1,4,GOLD,306.57348652087825
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,1,2034.02,1,1,3,DIAMOND,591.1605016488825
239,15794056,Johnston,668,France,Female,46,7,0.0,3,1,1,2172.22,0,1,3,DIAMOND,836.5504470057149
240,15795149,Stevens,703,France,Male,28,1,81173.83,2,0,1,1684.99,0,0,3,PLATINUM,284.56889031086234
241,15812009,Grant,662,Spain,Male,38,5,0.0,2,1,0,3887.89,0,0,5,GOLD,687.2233342864604
242,15651001,Tsao,725,Germany,Female,39,7,116803.8,1,1,1,524.26,0,1,3,GOLD,446.91029398261696
243,15813844,Barnes,703,France,Male,37,9,105961.68,2,0,1,1587.89,0,0,4,DIAMOND,635.3400828619508
244,15596175,McIntosh,659,Germany,Male,67,5,117411.6,1,1,0,3793.5,0,1,3,SILVER,745.9390403377885
245,15576269,Madison,523,Spain,Male,34,8,0.0,2,1,1,1503.98,0,0,5,DIAMOND,672.6982210741684
246,15797219,Ifesinachi,635,France,Female,40,6,0.0,1,1,1,1872.59,0,0,3,GOLD,791.6777211642005
247,15685500,Glazkov,772,Germany,Male,26,1,152400.51,2,1,0,1639.73,0,0,5,PLATINUM,651.4377881085375
248,15599792,Dimauro,545,France,Female,26,7,0.0,2,1,0,1572.62,0,0,3,PLATINUM,213.512210629188
249,15657566,Wieck,634,Germany,Male,24,9,103097.85,1,1,1,1935.29,0,1,5,GOLD,812.4035675824001
250,15772423,Liao,739,Germany,Male,54,9,126418.14,1,1,1,1058.65,0,0,3,DIAMOND,892.5915546130367
251,15628112,Hughes,771,Germany,Female,36,4,77846.9,1,0,1,3120.24,0,0,5,PLATINUM,618.9297099114876
252,15753754,Morrison,587,Spain,Female,34,8,0.0,2,1,0,1015.71,0,0,3,DIAMOND,481.1297523066656
253,15793726,Matveyeva,681,France,Female,79,8,0.0,2,0,0,3510.92,0,0,4,DIAMOND,663.9244303054127
254,15694717,Ku,544,Germany,Male,37,4,79731.91,1,1,1,1855.19,0,1,4,DIAMOND,836.7757141651553
255,15665834,Cheatham,696,Spain,Male,28,10,0.0,1,0,1,1769.77,0,0,3,SILVER,335.7598184703906
256,15765297,Yao,766,Spain,Male,41,3,0.0,2,0,0,2938.74,0,0,5,GOLD,601.3070937533399
257,15636684,Kirkland,727,France,Male,34,4,0.0,2,1,1,1735.94,0,0,5,GOLD,886.297039813815
258,15592979,Rose,671,Germany,Female,34,1,37266.67,2,0,1,2121.64,0,0,4,SILVER,936.3519854007488
259,15750803,Jess,693,France,Female,30,8,127992.25,1,1,0,29.98,0,0,4,SILVER,485.8675026584835
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,838.6,0,0,4,GOLD,397.2682559942039
261,15713853,Ifeajuna,732,Germany,Male,42,7,108748.08,2,1,0,1360.24,0,0,3,DIAMOND,517.8174511602379
262,15673481,Morton,726,Spain,Female,48,7,99906.19,1,1,1,2829.65,0,0,4,DIAMOND,709.82161414949
263,15686776,Rossi,557,France,Female,32,3,184686.41,2,1,1,2768.88,0,0,4,GOLD,758.6407752551463
264,15673693,Reppert,682,France,Female,26,7,110654.02,1,0,1,3718.58,0,0,4,PLATINUM,862.7433529285383
265,15700696,Kang,738,Spain,Male,31,7,79019.8,1,1,1,2244.63,0,0,4,PLATINUM,454.3236995609358
266,15813163,Ch'iu,531,Spain,Female,36,3,99240.51,1,1,1,1815.91,0,0,3,PLATINUM,702.1755804097442
267,15653857,Wallis,498,France,Male,34,9,0.0,2,1,1,1630.02,0,0,3,DIAMOND,281.7683959749022
268,15777076,Clark,651,France,Male,36,4,0.0,2,1,0,1782.98,0,0,4,GOLD,488.65761243730833
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,1,4151.72,0,1,3,GOLD,4.648432030675167
270,15799217,Zetticci,791,Germany,Female,35,3,52436.2,1,1,0,1207.19,0,1,5,SILVER,304.20895410068016
271,15787071,Dulhunty,650,Spain,Male,41,5,0.0,2,0,0,2241.23,0,0,3,PLATINUM,485.6653412116561
272,15619955,Bevington,733,Germany,Male,34,1,100337.96,3,1,0,1901.23,1,1,1,PLATINUM,642.634281936044
273,15796505,Boyle,811,Germany,Female,34,10,149297.19,2,1,1,1430.05,0,0,4,GOLD,766.7014327286585
274,15725166,Newton,707,France,Male,30,4,0.0,2,1,1,680.76,0,1,4,GOLD,468.81474728183787
275,15800116,Bowman,712,Germany,Male,28,3,145605.44,1,0,1,1715.0,0,1,5,PLATINUM,571.8500293591751
276,15758685,Dubinina,706,Spain,Female,37,10,0.0,2,1,0,2997.9,0,0,3,GOLD,221.17201136083264
277,15694456,Toscani,756,France,Male,62,4,0.0,1,1,0,585.62,1,1,1,SILVER,562.2963160433467
278,15767339,Chiazagomekpere,777,France,Female,53,9,0.0,2,1,1,2171.56,0,0,3,PLATINUM,640.3557242463528
279,15683562,Allen,646,France,Male,35,4,84026.86,1,0,1,2388.46,0,0,5,SILVER,614.6921765219026
280,15782210,K'ung,714,France,Male,46,0,0.0,1,1,1,1923.94,0,0,2,PLATINUM,851.8799889054723
281,15668893,Wilsmore,782,France,Male,39,6,0.0,2,1,0,2874.2,0,0,4,PLATINUM,472.1106725715258
282,15669169,Hargreaves,775,Spain,Male,29,7,0.0,2,1,0,1646.41,0,0,4,DIAMOND,845.2677539024138
283,15643024,Huang,479,Germany,Male,35,5,0.0,1,1,0,1669.53,0,1,3,GOLD,389.51058521945225
284,15699389,Ch'ien,807,France,Male,42,10,118274.71,1,1,1,3217.61,0,1,4,DIAMOND,823.1736778088905
285,15708608,Wallwork,799,France,Female,22,9,174185.98,2,0,1,2106.52,0,0,5,PLATINUM,696.2987062059807
286,15626144,Chu,675,France,Male,40,10,113208.86,2,1,0,685.86,0,0,4,SILVER,534.1107550318816
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,1,2263.63,0,1,5,SILVER,370.9931141188689
288,15790678,Davidson,475,France,Female,32,4,119023.28,1,1,0,1193.24,0,0,5,PLATINUM,794.0892755858666
289,15727556,O'Donnell,744,Spain,Female,26,8,166297.89,1,1,0,1804.03,0,0,5,PLATINUM,697.1260712008177
290,15697307,Nnachetam,588,Spain,Male,34,2,0.0,2,1,1,1629.44,0,0,5,PLATINUM,655.7590182116736
291,15652266,Chidiebele,703,Germany,Male,42,5,63227.0,1,0,0,1724.04,0,1,4,SILVER,742.788296957507
292,15607098,Ahmed,747,Spain,Female,41,2,94521.17,2,1,0,1924.26,0,0,5,DIAMOND,606.5137093052836
293,15655774,Booth,583,France,Male,27,2,0.0,2,1,1,2455.05,0,1,3,PLATINUM,783.6277517326696
294,15590241,Chuang,750,Spain,Female,34,3,112822.26,1,0,1,1963.61,0,0,3,PLATINUM,727.7948792090036
295,15785819,Shao,681,France,Male,38,5,0.0,2,1,0,1041.8,0,0,3,DIAMOND,478.6242532277125
296,15723654,Tsao,773,France,Male,25,6,135903.33,1,1,1,1263.52,0,0,4,PLATINUM,626.163901543437
297,15774510,Tien,714,France,Female,31,1,125169.26,1,1,1,1900.84,0,0,3,PLATINUM,923.7907284512308
298,15684173,Chang,687,Spain,Female,44,8,0.0,3,1,0,730.2,0,0,1,SILVER,703.6056535753869
299,15650068,Johnson,511,France,Male,58,6,149117.31,1,1,1,1633.36,0,0,4,GOLD,489.9107809780063
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,1438.19,0,0,4,PLATINUM,651.0966347890078
301,15803976,Efremov,694,France,Female,31,7,0.0,2,1,1,2606.82,0,0,3,SILVER,327.1665362198264
302,15682541,Hartley,616,Spain,Female,36,7,132311.71,1,0,0,1086.88,0,0,3,SILVER,773.1197422746691
303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,1,3250.65,0,0,4,PLATINUM,965.6776040497604
304,15624188,Chiu,712,France,Female,33,2,0.0,2,1,0,1357.57,0,0,4,GOLD,236.5493411304688
305,15812191,Brennan,553,France,Male,33,9,118082.89,1,0,0,2314.75,0,0,3,SILVER,414.10217683089377
306,15636673,Onwuatuegwu,667,France,Male,31,3,119266.69,1,1,0,851.43,0,0,5,SILVER,542.5180346743547
307,15594898,Hewitt,731,France,Male,43,4,0.0,1,1,0,2337.46,0,0,2,DIAMOND,912.506384672772
308,15660211,Shih,629,Germany,Male,35,5,156847.29,2,1,1,1369.23,0,0,3,SILVER,626.6748995944982
309,15773972,Balashov,614,France,Male,50,4,0.0,1,1,0,1693.98,1,1,2,DIAMOND,986.6258615218504
310,15746726,Doyle,438,Germany,Male,31,10,78398.69,1,1,0,2145.07,0,0,5,PLATINUM,704.8824739124135
311,15712287,Pokrovskii,652,France,Female,80,0,0.0,2,1,0,2199.39,0,0,3,GOLD,611.2544028425758
312,15702919,Collins,729,Germany,Male,30,1,63669.42,1,1,1,2904.02,0,0,5,GOLD,225.82889088280427
313,15674398,Russo,642,France,Male,38,8,0.0,2,0,1,104.46,0,0,5,GOLD,740.8213872926327
314,15797960,Skinner,806,Germany,Female,59,8,135296.33,1,1,1,1754.34,0,0,3,SILVER,532.7283906130192
315,15631868,Robertson,744,Spain,Male,36,5,153804.44,1,1,0,773.35,0,0,3,SILVER,731.3656564487331
316,15581539,Atkinson,474,Spain,Male,37,5,0.0,2,0,1,1008.52,0,0,5,SILVER,423.3050164149988
317,15662736,Doyle,559,France,Male,49,7,147069.78,1,1,0,2076.54,0,0,2,DIAMOND,480.17638737755794
318,15666252,Ritchie,706,Spain,Male,42,8,0.0,2,1,0,684.58,0,0,3,PLATINUM,1080.2975430527565
319,15677512,McEncroe,628,Spain,Female,22,8,0.0,1,1,0,798.71,0,0,4,DIAMOND,819.1362632096575
320,15626114,Pearson,429,France,Male,24,3,95741.75,1,1,0,2799.62,0,0,3,GOLD,583.4171997849138
321,15810834,Gordon,525,Spain,Female,57,4,145965.33,1,1,0,2550.17,0,0,4,PLATINUM,429.66820178838753
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,2917.04,0,0,5,SILVER,806.5375310075756
323,15694408,Lung,749,France,Male,40,4,139290.41,1,1,1,1373.07,0,0,2,SILVER,384.5123290827423
324,15585215,Yuan,763,France,Female,31,6,0.0,2,0,1,2961.69,0,0,3,PLATINUM,256.4286595112405
325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,1439.23,0,0,5,DIAMOND,545.9808586849792
326,15736601,Tai,716,France,Male,35,9,144428.87,1,1,1,252.71,0,0,5,PLATINUM,776.0053334776113
327,15601848,Scott,594,France,Male,35,5,0.0,2,1,0,2013.24,0,0,4,DIAMOND,968.66858270352
328,15736008,Hunter,644,France,Female,46,4,0.0,1,1,0,1632.07,1,1,2,SILVER,625.7442459836047
329,15669064,Mazzanti,671,Germany,Male,35,6,144848.74,1,1,0,1503.13,0,0,5,PLATINUM,427.4986659449621
330,15624528,L?,664,Germany,Male,26,2,116244.14,2,1,1,1770.47,0,0,4,GOLD,552.7499311568699
331,15598493,Beach,656,France,Male,50,4,0.0,2,0,0,625.41,0,0,5,GOLD,558.6459931717142
332,15601274,Hsieh,667,Spain,Female,40,5,146502.07,1,1,1,3564.97,0,0,4,DIAMOND,1033.421898203612
333,15702669,Faulkner,663,Germany,Male,44,5,117028.6,2,0,0,1436.67,0,1,5,DIAMOND,942.2204827054004
334,15728669,Knowles,584,Germany,Female,30,8,0.0,1,1,0,1922.7,0,0,3,PLATINUM,296.1403595897612
335,15742668,Day,626,Spain,Female,37,7,108269.37,1,1,1,1329.98,0,0,4,DIAMOND,797.9983636573546
336,15697441,Hsueh,485,France,Male,29,8,182123.79,1,1,0,2939.43,1,0,1,GOLD,809.8164005356667
337,15740476,Tsao,659,Germany,Female,32,6,150923.74,2,0,1,608.59,0,0,4,PLATINUM,787.1518450787145
338,15648064,Kennedy,649,France,Male,33,7,0.0,2,1,1,3680.75,0,0,4,DIAMOND,613.8947894591915
339,15636624,Nwabugwu,805,Spain,Female,39,4,165272.13,1,1,0,540.15,1,1,2,SILVER,299.34618908582377
340,15807923,Young,716,Germany,Female,39,1,115301.31,1,1,1,211.36,1,1,1,DIAMOND,180.3459805393972
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,0,55.95,1,0,1,GOLD,493.4229972056828
342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,1404.55,0,0,3,SILVER,483.02520136732846
343,15681081,Marrero,545,Spain,Female,47,10,0.0,2,1,1,1742.78,0,0,3,PLATINUM,607.0120390240197
344,15684484,White,543,France,Male,22,10,0.0,2,0,0,2529.69,0,0,3,PLATINUM,661.8079198666654
345,15785869,Pisano,718,France,Female,25,3,0.0,2,1,1,1605.9,0,0,3,PLATINUM,870.727248764506
346,15763859,Brown,840,France,Female,43,10,0.0,2,1,1,4089.19,0,0,5,SILVER,538.8402035564415
347,15658935,Freeman,630,Germany,Female,34,7,106937.05,2,1,1,1546.68,0,0,4,SILVER,510.940009328393
348,15747358,Russell,643,Germany,Male,59,5,170331.37,1,1,1,1779.92,0,0,5,PLATINUM,562.5730185805351
349,15735203,Seleznyov,654,Germany,Female,32,5,114510.85,1,1,1,1562.39,0,0,3,GOLD,692.7098250206678
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,0,1721.9,0,0,5,DIAMOND,760.896761730739
351,15659420,Foley,659,Spain,Male,32,4,107594.11,2,1,0,1952.55,0,0,5,DIAMOND,214.63938126163657
352,15593365,Shih,762,Spain,Male,39,3,81273.13,1,1,1,1467.21,0,0,3,GOLD,837.2185607746712
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,1,1345.18,0,1,4,PLATINUM,645.661985662696
354,15812007,Power,670,Spain,Male,25,10,0.0,2,1,1,2564.87,0,0,5,DIAMOND,594.2121365521838
355,15625461,Amos,613,France,Female,45,6,187841.99,2,1,1,1407.08,0,0,4,PLATINUM,603.6611686594274
356,15739438,Reed,539,France,Male,30,9,0.0,2,1,0,3423.71,0,0,5,DIAMOND,387.257525848134
357,15611759,Simmons,850,Spain,Female,57,6,126776.3,2,1,1,1231.85,0,0,4,GOLD,62.10974351141385
358,15661629,Ricci,522,Spain,Male,34,6,126436.29,1,1,0,1212.1,0,1,2,GOLD,516.1249850888913
359,15633950,Yen,737,France,Male,41,9,101960.74,1,1,0,1730.84,0,0,4,SILVER,457.5953022485861
360,15592386,Campbell,520,France,Male,58,8,0.0,2,0,1,1350.37,0,0,4,DIAMOND,521.796529395569
361,15803716,West,706,Spain,Male,28,7,0.0,2,0,0,1571.52,0,1,3,SILVER,259.5614923247927
362,15696674,Robinson,643,Germany,Female,45,10,150842.93,1,0,0,1948.98,0,0,3,PLATINUM,870.3236703922439
363,15706365,Bianchi,648,France,Female,50,5,102535.57,1,1,1,2153.17,0,0,4,DIAMOND,67.29531122575668
364,15745088,Chen,443,Germany,Female,29,3,99027.61,2,1,1,1755.17,0,0,5,PLATINUM,480.70267001882695
365,15676715,Madukaego,640,France,Male,68,10,0.0,2,1,0,1854.53,0,0,4,PLATINUM,911.4484140569016
366,15613085,Ibrahimova,628,Spain,Female,33,7,0.0,1,1,1,2707.99,0,0,3,GOLD,692.5703465787817
367,15633537,Nolan,540,Germany,Female,42,2,87271.41,2,1,0,1704.49,0,0,4,PLATINUM,556.8142207343234
368,15594720,Scott,460,Germany,Female,35,3,102742.91,2,1,0,2250.81,0,0,3,DIAMOND,645.8465610280258
369,15684042,Blair,636,Germany,Male,34,10,40105.51,2,0,0,2125.43,0,0,5,DIAMOND,652.2081833391237
370,15583303,Monaldo,593,France,Female,29,7,152265.43,1,1,1,1951.04,0,0,3,SILVER,326.0529338904386
371,15611579,Sutherland,801,Spain,Male,42,10,141947.67,1,1,1,3347.11,0,0,5,SILVER,470.49905251913
372,15774696,Cole,640,Germany,Female,75,7,106307.91,2,0,0,2150.44,0,0,5,PLATINUM,536.3784034631864
373,15694506,Briggs,611,Germany,Male,31,10,107884.81,2,1,1,1419.73,0,0,4,DIAMOND,182.9350034148503
374,15688074,Gregory,802,Germany,Male,31,3,125013.72,1,1,1,624.77,0,0,4,DIAMOND,421.5736369685114
375,15759537,Bianchi,717,Germany,Male,35,8,58469.37,2,1,1,2486.37,0,0,5,GOLD,674.9953265106825
376,15758449,Angelo,769,France,Female,39,4,0.0,1,0,0,1390.09,0,0,5,GOLD,1044.734020349459
377,15583456,Gardiner,745,Germany,Male,45,8,117231.63,3,1,1,882.65,1,1,3,GOLD,366.9294315749954
378,15667871,Kerr,572,Spain,Male,35,7,152390.26,1,1,1,2093.11,0,0,3,GOLD,694.157680204667
379,15677371,Ko,629,Spain,Female,30,0,34013.63,1,1,0,3291.95,0,0,3,DIAMOND,726.0461329707712
380,15629677,Distefano,687,Spain,Female,39,4,0.0,3,0,0,972.68,1,1,1,GOLD,642.089958484349
381,15713578,Farrell,483,France,Female,50,2,0.0,2,1,1,303.51,0,0,5,SILVER,648.8567365785698
382,15591509,Milano,690,France,Male,36,4,101583.11,2,1,0,4082.53,0,0,5,DIAMOND,457.5591108989551
383,15568240,Ting,492,Germany,Female,30,1,77168.87,2,0,1,784.65,0,0,3,GOLD,617.2699576665366
384,15622993,Boyd,709,Germany,Male,28,5,124695.72,2,1,1,1622.88,0,0,3,DIAMOND,755.3828954572839
385,15689294,Onyemaechi,705,Germany,Male,44,2,105934.96,1,1,1,2009.14,0,0,4,PLATINUM,456.6675196026684
386,15720910,Black,560,France,Female,66,1,0.0,1,1,0,2395.65,0,0,4,DIAMOND,679.7967308908726
387,15721181,Oliver,611,Spain,Male,46,6,0.0,2,1,1,770.57,0,0,4,DIAMOND,246.05903185735315
388,15776433,Greco,730,Spain,Male,62,3,0.0,2,1,1,311.48,0,0,5,GOLD,433.4393687024343
389,15748936,Whitehead,709,Spain,Female,45,10,0.0,2,0,1,2223.86,0,0,4,PLATINUM,560.7504805417758
390,15717225,Ikemefuna,544,France,Female,21,0,161525.96,2,1,1,812.21,0,1,5,PLATINUM,613.7585926206558
391,15685226,Morrison,712,Germany,Female,29,3,147199.07,1,1,0,657.33,0,0,5,SILVER,612.0059708710921
392,15785611,Onyeoruru,752,Germany,Male,38,8,183102.29,1,1,1,1815.68,0,0,4,SILVER,706.9266156938548
393,15573456,Cunningham,648,Spain,Male,46,2,0.0,2,1,0,1037.15,1,0,1,GOLD,641.0118655110581
394,15684548,Demidov,556,Spain,Male,38,10,0.0,2,0,0,1504.58,0,1,2,GOLD,886.2023434692333
395,15620505,Celis,594,Spain,Female,24,10,97378.54,1,1,0,2729.89,0,0,4,DIAMOND,479.1912097185551
396,15807432,Cheng,645,Germany,Female,37,4,136925.09,2,0,1,2513.8,0,0,5,PLATINUM,711.4088629551402
397,15584766,Knight,557,France,Male,33,2,54503.55,1,1,1,2805.26,0,0,5,SILVER,770.4104953613057
398,15612187,Morin,547,Germany,Male,32,7,155726.85,1,1,1,952.77,0,0,5,SILVER,360.81105938167536
399,15762218,Mills,701,France,Female,39,7,0.0,2,0,1,467.21,0,0,5,GOLD,753.9869743749776
400,15646372,Outhwaite,616,France,Female,66,2,0.0,1,1,0,1324.42,1,0,1,DIAMOND,454.6480222965392
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,1,674.94,0,1,3,DIAMOND,549.8674080396287
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,1802.37,0,0,4,SILVER,852.417267238539
403,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,0,1,1082.47,0,1,4,SILVER,630.4092015113672
404,15732674,Fennell,443,Spain,Male,36,7,70438.01,2,0,1,1049.36,0,0,5,GOLD,743.4409183155041
405,15642291,Fontaine,685,France,Male,23,6,0.0,2,1,1,1508.71,0,0,3,SILVER,848.9233975380785
406,15692761,Pratt,718,France,Male,36,7,0.0,1,1,0,529.83,0,0,3,DIAMOND,782.3869758494495
407,15578045,Mitchell,538,Spain,Female,49,2,0.0,1,0,1,3063.26,1,1,1,GOLD,412.6940994947092
408,15745354,Franklin,611,Spain,Female,37,5,0.0,2,1,1,436.42,0,0,5,SILVER,640.7013958804359
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,949.4,0,0,3,SILVER,72.74235636652281
410,15691625,Ko,537,Germany,Female,41,2,138306.34,1,1,1,3283.86,0,0,5,DIAMOND,586.5604463721515
411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,1,1360.54,0,0,4,SILVER,856.418221149431
412,15760431,Pino,850,France,Male,38,6,0.0,2,1,1,2411.15,0,1,5,PLATINUM,707.6679245820833
413,15686302,Fisk,745,Spain,Female,31,9,124328.84,1,1,0,680.12,0,0,3,GOLD,714.4836665685126
414,15801559,Chiang,693,Germany,Female,41,2,181461.48,3,1,0,1756.79,1,1,1,GOLD,707.3537007374074
415,15810432,Moseley,795,Spain,Male,35,4,0.0,2,1,1,2674.77,0,0,4,DIAMOND,446.5325304395972
416,15809616,Hsiung,626,Spain,Male,26,6,0.0,2,0,0,1237.24,0,0,5,PLATINUM,637.0494328211428
417,15720559,Heath,487,Germany,Female,61,7,110368.03,1,0,0,714.65,0,0,3,DIAMOND,495.9350789543477
418,15695632,Dellucci,556,France,Female,39,10,89588.35,1,1,1,2685.67,0,0,3,DIAMOND,556.3771513250741
419,15659843,Li,643,France,Female,46,7,0.0,2,0,1,2114.76,0,0,5,DIAMOND,535.4467096402831
420,15615624,De Salis,605,France,Female,28,3,0.0,2,0,1,778.33,0,0,5,DIAMOND,443.3336974171785
421,15810418,T'ang,756,Germany,Female,60,1,115924.89,1,1,1,2211.31,0,0,3,DIAMOND,739.6755120195362
422,15716186,Richardson,586,France,Female,38,1,0.0,2,1,0,2495.0,0,0,3,SILVER,515.3743513964647
423,15674551,Fitch,535,Germany,Male,40,2,111756.5,1,1,0,1955.42,1,1,1,GOLD,889.1488280003887
424,15622834,Stevenson,678,France,Female,35,8,0.0,1,1,1,1705.72,0,0,5,DIAMOND,805.4890479556451
425,15566111,Estes,596,France,Male,39,0,0.0,1,1,1,1275.36,0,0,4,PLATINUM,291.5172073094284
426,15784597,Lattimore,648,France,Male,26,1,162923.85,1,1,1,1322.1,0,0,3,GOLD,513.5896262549925
427,15652883,Chung,492,Germany,Male,39,5,124576.65,2,1,1,2743.45,0,0,5,GOLD,547.6774299274133
428,15806964,Utz,702,France,Male,45,10,80793.58,1,1,1,431.78,0,0,5,DIAMOND,1071.9945735275874
429,15576313,Wei,486,Germany,Female,40,6,71340.09,1,1,1,1015.82,0,0,5,PLATINUM,659.8594604349598
430,15806467,Boyle,568,Germany,Male,40,5,0.0,1,0,0,3454.02,0,0,3,SILVER,548.4997578303412
431,15597602,Nwachinemelu,619,Germany,Male,57,0,137946.39,1,1,0,2502.57,1,1,2,PLATINUM,796.6752239909524
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,0,1461.14,0,0,5,DIAMOND,866.2112966354465
433,15705521,Pisani,548,Germany,Female,33,5,101084.36,1,1,0,1679.08,0,0,4,DIAMOND,564.8853067850782
434,15595039,Manna,545,Germany,Female,37,7,114754.08,1,1,1,1228.9,1,1,3,GOLD,700.3378488575379
435,15799384,Collier,683,France,Male,33,6,0.0,1,0,0,2901.77,0,0,3,PLATINUM,400.4872213561797
436,15581197,Ricci,762,France,Female,51,8,99286.98,1,0,1,926.09,0,0,4,SILVER,860.9929278056653
437,15693737,Carr,627,Germany,Female,30,7,79871.02,2,1,0,1556.16,0,1,3,DIAMOND,569.5400974858815
438,15624623,Hs?,516,France,Male,35,4,104088.59,2,0,0,926.07,0,0,3,GOLD,657.8720661659753
439,15783501,Findlay,800,France,Female,38,9,168190.33,2,1,1,2505.33,0,0,3,SILVER,473.03812921789233
440,15690134,Hughes,464,Germany,Female,42,2,85679.25,1,1,1,1480.97,0,1,4,SILVER,469.6014947312361
441,15782735,Chukwuemeka,626,France,Female,35,7,0.0,1,0,1,2016.97,0,0,4,SILVER,334.38582289041886
442,15611088,Genovese,790,France,Female,31,6,0.0,2,1,1,2228.65,0,0,3,DIAMOND,407.80041965363614
443,15672145,Swift,534,France,Female,34,3,121551.58,2,1,1,742.44,0,0,4,SILVER,152.4301241787423
444,15732628,Ugoji,745,France,Male,46,6,122220.19,1,1,0,2518.46,0,0,4,DIAMOND,147.378466697869
445,15787470,Parkinson,553,Spain,Male,47,2,116528.15,1,0,1,500.54,1,1,1,DIAMOND,755.7621188537412
446,15803406,Ross,748,France,Female,26,10,77780.29,1,0,1,2234.3,0,0,4,GOLD,770.2710421066565
447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,1,672.64,0,0,3,GOLD,341.36959560819986
448,15644572,Turnbull,501,France,Male,40,8,125832.2,1,1,1,457.6,0,0,4,DIAMOND,837.9667852566614
449,15694860,Uspensky,675,France,Female,38,7,0.0,1,0,0,1411.28,1,0,1,PLATINUM,419.2339560871344
450,15658169,Cook,778,Spain,Female,47,0,127299.34,2,1,1,2187.19,0,1,5,GOLD,433.87295090081534
451,15794396,Newbold,494,Germany,Female,38,6,174937.64,1,1,1,441.76,0,0,5,GOLD,577.8621788888931
452,15785798,Uchechukwu,850,France,Male,40,2,0.0,2,0,1,2065.91,0,0,4,GOLD,792.9345789138052
453,15710825,Ch'en,592,Spain,Male,31,6,110071.1,1,0,0,3407.8,0,0,5,GOLD,615.8989582011624
454,15668444,He,590,Spain,Female,44,7,139432.37,1,1,1,2276.91,0,0,3,PLATINUM,657.709225156899
455,15726631,Hilton,758,France,Female,39,10,127357.76,1,0,0,141.18,0,0,3,SILVER,752.9411435807367
456,15733797,Sal,506,France,Male,36,5,0.0,2,1,0,1432.45,0,0,3,GOLD,651.0664982857058
457,15747960,Eluemuno,733,France,Male,33,9,0.0,1,1,1,2376.95,0,1,4,SILVER,316.4479824308549
458,15634632,Titus,711,France,Male,38,5,0.0,2,1,1,1400.08,0,0,3,DIAMOND,641.7000303538025
459,15707362,Yin,514,Germany,Male,43,7,95556.31,1,0,0,2511.45,0,0,1,GOLD,222.9062552031792
460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,0,2116.92,0,0,3,DIAMOND,753.484404663096
461,15732778,Templeman,468,Germany,Male,29,4,111681.98,2,1,0,2234.14,0,0,3,GOLD,803.2086352697072
462,15718443,Chibuzo,539,France,Male,39,10,0.0,2,1,0,375.52,0,0,5,SILVER,675.7367641092417
463,15670039,Sun,509,Spain,Female,25,10,108738.71,2,1,0,2001.75,0,0,3,DIAMOND,522.1202100838204
464,15773792,Evans,662,France,Female,32,6,133950.37,1,1,0,3669.35,1,0,1,DIAMOND,611.1789846588217
465,15613786,Ogbonnaya,818,Spain,Male,26,10,0.0,2,1,1,2402.53,0,0,5,SILVER,755.625390302808
466,15726032,Enyinnaya,608,France,Male,33,4,89968.69,1,1,1,1780.7,0,0,5,GOLD,854.3889469707055
467,15663252,Olisanugo,850,Spain,Female,32,4,0.0,2,1,0,770.29,0,0,5,DIAMOND,331.61687133188394
468,15593782,Brookes,816,Germany,Female,38,10,0.0,3,1,0,1718.92,0,0,2,GOLD,653.7425495722265
469,15633283,Padovano,536,France,Male,35,2,0.0,2,1,1,1784.63,0,0,3,GOLD,560.2056468299329
470,15749167,Fisk,753,France,Male,35,7,0.0,2,1,1,2000.97,0,0,5,GOLD,322.38526940397446
471,15759298,Shih,631,Spain,Male,27,4,134169.62,1,1,1,1412.57,0,0,3,PLATINUM,557.7439822403811
472,15683625,Hare,703,France,Male,37,4,0.0,1,1,0,2275.44,1,1,2,DIAMOND,845.8659810856991
